"gene"	"cellType.target"	"mean.target"	"cellType.2nd"	"mean.2nd"	"MeanRatio"	"MeanRatio.rank"	"MeanRatio.anno"	"Cell_type_resolution"
"Zfp706"	"Oligo1"	1.03142637209903	"Oligo3"	1.01387691770665	1.01730925528128	56	"Oligo1/Oligo3: 1.017"	"All"
"Bnip3l"	"Oligo1"	0.944595820470808	"Oligo3"	0.930761199152464	1.01486377099834	57	"Oligo1/Oligo3: 1.015"	"All"
"Tulp4"	"Oligo1"	0.999564692922501	"Oligo3"	0.986589000948615	1.01315207443161	58	"Oligo1/Oligo3: 1.013"	"All"
"Dnajb2"	"Oligo1"	0.752417804291583	"Oligo3"	0.743859513184197	1.01150525194032	59	"Oligo1/Oligo3: 1.012"	"All"
"Mapt"	"Oligo1"	1.73955413154075	"OPC3"	1.72197860216749	1.0102065898793	60	"Oligo1/OPC3: 1.01"	"All"
"Tmbim1"	"Oligo1"	1.10585205798334	"Oligo3"	1.09533889323905	1.00959809316476	61	"Oligo1/Oligo3: 1.01"	"All"
"Desi1"	"Oligo1"	1.74606370554804	"Oligo3"	1.74206236108115	1.0022969008207	62	"Oligo1/Oligo3: 1.002"	"All"
"Ywhaq"	"Oligo1"	1.47187740346441	"Oligo3"	1.4715936623246	1.00019281215126	63	"Oligo1/Oligo3: 1"	"All"
"Selk"	"Oligo1"	1.48293864392271	"Oligo3"	1.4847176584022	0.998801782635622	64	"Oligo1/Oligo3: 0.999"	"All"
"Tmeff1"	"Oligo1"	0.861697438900369	"Oligo3"	0.86454114161296	0.996710737551152	65	"Oligo1/Oligo3: 0.997"	"All"
"Neat1"	"Oligo1"	0.790177869121702	"Mural"	0.794455126370135	0.994616112217721	66	"Oligo1/Mural: 0.995"	"All"
"Kcna1"	"Oligo1"	1.2800252799136	"Oligo3"	1.28770480748657	0.994036267063441	67	"Oligo1/Oligo3: 0.994"	"All"
"Sept7"	"Oligo1"	1.51925321761632	"OPC3"	1.52852610666051	0.993933444117323	68	"Oligo1/OPC3: 0.994"	"All"
"Mbnl2"	"Oligo1"	0.983443845424464	"Oligo3"	0.991777307199048	0.991597446610148	69	"Oligo1/Oligo3: 0.992"	"All"
"Carhsp1"	"Oligo1"	0.751101555453962	"Oligo3"	0.76287369509527	0.984568691099202	70	"Oligo1/Oligo3: 0.985"	"All"
"Mbp"	"Oligo1"	4.02822894174551	"Oligo3"	4.10215764746139	0.981978092489538	71	"Oligo1/Oligo3: 0.982"	"All"
"Gpr37"	"Oligo1"	0.869638109869699	"Oligo3"	0.88610945325461	0.981411615320869	72	"Oligo1/Oligo3: 0.981"	"All"
"Cpox"	"Oligo1"	0.991472555724422	"Oligo3"	1.0113238179439	0.980371012857352	73	"Oligo1/Oligo3: 0.98"	"All"
"Tsc22d4"	"Oligo1"	2.19061563542135	"Oligo3"	2.24869298812403	0.974172840396887	74	"Oligo1/Oligo3: 0.974"	"All"
"Scd2"	"Oligo1"	3.12792542187614	"Astrocyte2"	3.24185122845427	0.964857793109635	75	"Oligo1/Astrocyte2: 0.965"	"All"
"Etv1"	"Oligo1"	1.45797293409404	"Neuron6"	1.51996236905869	0.959216467310938	76	"Oligo1/Neuron6: 0.959"	"All"
"Slc48a1"	"Oligo1"	1.3198705606716	"Oligo3"	1.37904660894797	0.95708916008175	77	"Oligo1/Oligo3: 0.957"	"All"
"Tmcc3"	"Oligo1"	1.06523398418228	"OPC3"	1.11438356682304	0.955895273311615	78	"Oligo1/OPC3: 0.956"	"All"
"Efnb3"	"Oligo1"	1.43672223352979	"Oligo3"	1.50537494855095	0.954394939887067	79	"Oligo1/Oligo3: 0.954"	"All"
"Mobp"	"Oligo1"	3.72976859770227	"Oligo3"	3.91322126964649	0.953119780532933	80	"Oligo1/Oligo3: 0.953"	"All"
"Eif1"	"Oligo1"	2.4442880444882	"Mural"	2.56936081390613	0.951321445886073	81	"Oligo1/Mural: 0.951"	"All"
"Mog"	"Oligo1"	1.76323033886646	"Oligo3"	1.85746963658139	0.94926469006063	82	"Oligo1/Oligo3: 0.949"	"All"
"1810037I17Rik"	"Oligo1"	1.11003979109448	"Oligo3"	1.17191854593025	0.947198757925065	83	"Oligo1/Oligo3: 0.947"	"All"
"Otud7b"	"Oligo1"	0.749448477351489	"Oligo3"	0.794595988095539	0.943181803809181	84	"Oligo1/Oligo3: 0.943"	"All"
"Plp1"	"Oligo1"	6.5094078346249	"Oligo3"	6.9058922991561	0.942587511163526	85	"Oligo1/Oligo3: 0.943"	"All"
"Syt11"	"Oligo1"	2.90318911924691	"Oligo3"	3.08054718374433	0.9424264411747	86	"Oligo1/Oligo3: 0.942"	"All"
"Ado"	"Oligo1"	0.943954038155336	"OPC3"	1.00291394919014	0.941211395970299	87	"Oligo1/OPC3: 0.941"	"All"
"Map7d1"	"Oligo1"	0.739518330809157	"Oligo3"	0.785988446635023	0.940876846186717	88	"Oligo1/Oligo3: 0.941"	"All"
"Foxn3"	"Oligo1"	1.03290212160416	"Oligo3"	1.10367253037125	0.935877348742848	89	"Oligo1/Oligo3: 0.936"	"All"
"Gpx4"	"Oligo1"	1.66476501235759	"Oligo3"	1.77908538651588	0.935742053178136	90	"Oligo1/Oligo3: 0.936"	"All"
"Ccp110"	"Oligo1"	0.947653030073725	"Oligo3"	1.01469909347451	0.933925176604617	91	"Oligo1/Oligo3: 0.934"	"All"
"Tmcc1"	"Oligo1"	0.75681223230846	"Oligo3"	0.813451511589494	0.930371658944539	92	"Oligo1/Oligo3: 0.93"	"All"
"Pacs2"	"Oligo1"	0.823471163910677	"Oligo3"	0.886138411733811	0.929280519845066	93	"Oligo1/Oligo3: 0.929"	"All"
"Enpp2"	"Oligo1"	1.58165348421967	"Oligo3"	1.70311166882624	0.928684544396153	94	"Oligo1/Oligo3: 0.929"	"All"
"Atxn7l3b"	"Oligo1"	0.874101175384658	"Oligo3"	0.948003253397199	0.922044489037659	95	"Oligo1/Oligo3: 0.922"	"All"
"Srcin1"	"Oligo1"	0.717861127691746	"Oligo3"	0.778566987678466	0.92202872591897	96	"Oligo1/Oligo3: 0.922"	"All"
"D8Ertd738e"	"Oligo1"	0.949636860795126	"Neuron6"	1.03154206790742	0.92059925653013	97	"Oligo1/Neuron6: 0.921"	"All"
"Rtn4"	"Oligo1"	1.70862539812973	"Oligo3"	1.86210777707903	0.917575995955482	98	"Oligo1/Oligo3: 0.918"	"All"
"Serf2"	"Oligo1"	1.91140337063287	"Microglia"	2.086461135254	0.916098238465478	99	"Oligo1/Microglia: 0.916"	"All"
"Josd2"	"Oligo1"	1.54728185858661	"Oligo3"	1.69009612755817	0.915499321817926	100	"Oligo1/Oligo3: 0.915"	"All"
"Clasp2"	"Oligo2"	1.2097747052614	"Oligo1"	0.61681520580229	1.9613243867551	1	"Oligo2/Oligo1: 1.961"	"All"
"Ttyh2"	"Oligo2"	1.96408416959853	"Oligo1"	1.669766597493	1.17626270195333	2	"Oligo2/Oligo1: 1.176"	"All"
"Ptgds"	"Oligo2"	3.06035653194697	"Oligo1"	2.70340398984865	1.13203817980542	3	"Oligo2/Oligo1: 1.132"	"All"
"Ado"	"Oligo2"	0.998711592870419	"OPC3"	1.00291394919014	0.995809853554124	4	"Oligo2/OPC3: 0.996"	"All"
"Actb"	"Oligo2"	3.85662215479156	"Microglia"	3.8871774894884	0.992139454712459	5	"Oligo2/Microglia: 0.992"	"All"
"Desi1"	"Oligo2"	1.7137079352016	"Oligo1"	1.74606370554804	0.981469307079905	6	"Oligo2/Oligo1: 0.981"	"All"
"Ppp1r16b"	"Oligo2"	1.70266682025021	"Oligo1"	1.77265677473355	0.960516917047371	7	"Oligo2/Oligo1: 0.961"	"All"
"Sept4"	"Oligo2"	1.88998721027106	"Oligo1"	1.9685840566891	0.960074427022322	8	"Oligo2/Oligo1: 0.96"	"All"
"Fth1"	"Oligo2"	6.69178843088258	"Oligo1"	6.97615833500954	0.959236890782731	9	"Oligo2/Oligo1: 0.959"	"All"
"Mbp"	"Oligo2"	3.93369808623624	"Oligo3"	4.10215764746139	0.958933913393259	10	"Oligo2/Oligo3: 0.959"	"All"
"Ptma"	"Oligo2"	2.88735132996159	"Oligo1"	3.03071152416081	0.952697512430214	11	"Oligo2/Oligo1: 0.953"	"All"
"Stmn4"	"Oligo2"	1.55982056987288	"Oligo1"	1.63941575137759	0.951449056508194	12	"Oligo2/Oligo1: 0.951"	"All"
"Gatm"	"Oligo2"	2.67074315811795	"Oligo1"	2.82090063918001	0.946769666759441	13	"Oligo2/Oligo1: 0.947"	"All"
"Epb41l3"	"Oligo2"	0.857551429556427	"Oligo1"	0.918375123700009	0.933770316100755	14	"Oligo2/Oligo1: 0.934"	"All"
"Cfl2"	"Oligo2"	0.853103827329478	"Oligo3"	0.924332049649082	0.92294087136041	15	"Oligo2/Oligo3: 0.923"	"All"
"Sec11c"	"Oligo2"	0.906163295586583	"Oligo1"	0.984811316643793	0.920138995431896	16	"Oligo2/Oligo1: 0.92"	"All"
"Trim59"	"Oligo2"	0.973881543932496	"Oligo1"	1.05973013658757	0.918990137497158	17	"Oligo2/Oligo1: 0.919"	"All"
"Malat1"	"Oligo2"	8.789463988059	"Astrocyte1"	9.63215361209016	0.912512854552753	18	"Oligo2/Astrocyte1: 0.913"	"All"
"Cryab"	"Oligo2"	2.9169595486975	"Oligo1"	3.19730066851959	0.91231943789888	19	"Oligo2/Oligo1: 0.912"	"All"
"Plp1"	"Oligo2"	6.26513177218129	"Oligo3"	6.9058922991561	0.907215389522783	20	"Oligo2/Oligo3: 0.907"	"All"
"Scd2"	"Oligo2"	2.92143037824949	"Astrocyte2"	3.24185122845427	0.901161149101357	21	"Oligo2/Astrocyte2: 0.901"	"All"
"Eif1"	"Oligo2"	2.31203070360239	"Mural"	2.56936081390613	0.899846643215309	22	"Oligo2/Mural: 0.9"	"All"
"Car2"	"Oligo2"	2.2051198241919	"Oligo1"	2.4512746224868	0.899580897204745	23	"Oligo2/Oligo1: 0.9"	"All"
"Mapt"	"Oligo2"	1.56096775898481	"Oligo1"	1.73955413154075	0.897337846912664	24	"Oligo2/Oligo1: 0.897"	"All"
"Ank2"	"Oligo2"	1.78524039235909	"Oligo1"	1.99132914783247	0.896506935732999	25	"Oligo2/Oligo1: 0.897"	"All"
"Tsc22d4"	"Oligo2"	1.99902765432188	"Oligo3"	2.24869298812403	0.888973134562744	26	"Oligo2/Oligo3: 0.889"	"All"
"Zfp706"	"Oligo2"	0.91630048958272	"Oligo1"	1.03142637209903	0.888381870358789	27	"Oligo2/Oligo1: 0.888"	"All"
"Tubb4a"	"Oligo2"	3.09493078579367	"Oligo1"	3.4843116975185	0.888247394169085	28	"Oligo2/Oligo1: 0.888"	"All"
"Sept7"	"Oligo2"	1.35425868850389	"OPC3"	1.52852610666051	0.885989897459222	29	"Oligo2/OPC3: 0.886"	"All"
"Aplp1"	"Oligo2"	1.92793908500847	"Oligo1"	2.19377426282187	0.878822911582776	30	"Oligo2/Oligo1: 0.879"	"All"
"Ptp4a1"	"Oligo2"	1.33766769192068	"Oligo1"	1.52547860561225	0.876883941209919	31	"Oligo2/Oligo1: 0.877"	"All"
"Edil3"	"Oligo2"	1.05045538420918	"Oligo1"	1.20180193924674	0.874066973853929	32	"Oligo2/Oligo1: 0.874"	"All"
"App"	"Oligo2"	1.65780400730854	"Neuron4"	1.90235313671874	0.871449141229366	33	"Oligo2/Neuron4: 0.871"	"All"
"Ttll7"	"Oligo2"	1.57032970551193	"Oligo1"	1.8100433073497	0.867564714686987	34	"Oligo2/Oligo1: 0.868"	"All"
"mt-Co1"	"Oligo2"	4.97102616738545	"Neuron7"	5.73812141494636	0.866315960906155	35	"Oligo2/Neuron7: 0.866"	"All"
"Cntn2"	"Oligo2"	0.910600471626075	"Oligo1"	1.05112315976848	0.866311871414423	36	"Oligo2/Oligo1: 0.866"	"All"
"Rnf7"	"Oligo2"	1.69677966213137	"Oligo1"	1.96151263411477	0.865036315658057	37	"Oligo2/Oligo1: 0.865"	"All"
"Trf"	"Oligo2"	1.80290229175984	"Oligo1"	2.09673993879129	0.859859755806989	38	"Oligo2/Oligo1: 0.86"	"All"
"Rtn4"	"Oligo2"	1.58926895058321	"Oligo3"	1.86210777707903	0.853478499013738	39	"Oligo2/Oligo3: 0.853"	"All"
"Etv1"	"Oligo2"	1.29665435374257	"Neuron6"	1.51996236905869	0.853083194780399	40	"Oligo2/Neuron6: 0.853"	"All"
"Pex5l"	"Oligo2"	0.896503513179268	"Oligo1"	1.05677965558142	0.848335325575538	41	"Oligo2/Oligo1: 0.848"	"All"
"Kctd13"	"Oligo2"	1.61912732786306	"Oligo1"	1.90905914293876	0.848128426954134	42	"Oligo2/Oligo1: 0.848"	"All"
"Mobp"	"Oligo2"	3.31864558350098	"Oligo3"	3.91322126964649	0.848059783698553	43	"Oligo2/Oligo3: 0.848"	"All"
"Syt11"	"Oligo2"	2.60987453823725	"Oligo3"	3.08054718374433	0.847211349986534	44	"Oligo2/Oligo3: 0.847"	"All"
"Kif1b"	"Oligo2"	1.76272548129546	"Oligo1"	2.08707491583308	0.844591379026684	45	"Oligo2/Oligo1: 0.845"	"All"
"Csrp1"	"Oligo2"	1.80116727380392	"Oligo1"	2.13834640377642	0.842317816525413	46	"Oligo2/Oligo1: 0.842"	"All"
"Gpx4"	"Oligo2"	1.48669011172315	"Oligo3"	1.77908538651588	0.835648543342066	47	"Oligo2/Oligo3: 0.836"	"All"
"Atp1b3"	"Oligo2"	1.04421006474975	"Oligo1"	1.25652883684229	0.83102753723814	48	"Oligo2/Oligo1: 0.831"	"All"
"Rsrp1"	"Oligo2"	1.19173248029872	"Neuron4"	1.43422833677717	0.830922419910235	49	"Oligo2/Neuron4: 0.831"	"All"
"Selk"	"Oligo2"	1.23134556699252	"Oligo3"	1.4847176584022	0.829346616862929	50	"Oligo2/Oligo3: 0.829"	"All"
"Efnb3"	"Oligo2"	1.24680864046931	"Oligo3"	1.50537494855095	0.82823793611649	51	"Oligo2/Oligo3: 0.828"	"All"
"Tmem88b"	"Oligo2"	1.30121563986579	"Oligo1"	1.57138622725271	0.828068629658752	52	"Oligo2/Oligo1: 0.828"	"All"
"Fkbp1a"	"Oligo2"	1.09345871216885	"Oligo1"	1.323614077657	0.826115958289323	53	"Oligo2/Oligo1: 0.826"	"All"
"Cldn11"	"Oligo2"	2.63636863252284	"Oligo3"	3.19326351579779	0.82560321736059	54	"Oligo2/Oligo3: 0.826"	"All"
"Serf2"	"Oligo2"	1.72145673788274	"Microglia"	2.086461135254	0.825060533741103	55	"Oligo2/Microglia: 0.825"	"All"
"mt-Co3"	"Oligo2"	5.28531727616702	"Neuron7"	6.41667830919905	0.823684314762967	56	"Oligo2/Neuron7: 0.824"	"All"
"mt-Atp6"	"Oligo2"	5.10186368477513	"Neuron7"	6.20366053942377	0.822395689182732	57	"Oligo2/Neuron7: 0.822"	"All"
"Rpsa"	"Oligo2"	1.69001976111307	"Neuron3"	2.06280791074899	0.819281209998576	58	"Oligo2/Neuron3: 0.819"	"All"
"mt-Nd3"	"Oligo2"	1.23939544031571	"Oligo3"	1.51387156466344	0.818692595359795	59	"Oligo2/Oligo3: 0.819"	"All"
"Slc48a1"	"Oligo2"	1.1208830143549	"Oligo3"	1.37904660894797	0.8127955988449	60	"Oligo2/Oligo3: 0.813"	"All"
"Mal"	"Oligo2"	2.55146215468239	"Oligo3"	3.14167642220843	0.81213397301077	61	"Oligo2/Oligo3: 0.812"	"All"
"Qdpr"	"Oligo2"	1.49333341414972	"Oligo1"	1.8441368384098	0.809773647511656	62	"Oligo2/Oligo1: 0.81"	"All"
"mt-Cytb"	"Oligo2"	4.16307720765067	"Neuron7"	5.14431755026206	0.809257431520455	63	"Oligo2/Neuron7: 0.809"	"All"
"Mog"	"Oligo2"	1.49959672349369	"Oligo3"	1.85746963658139	0.807333101957806	64	"Oligo2/Oligo3: 0.807"	"All"
"H2afj"	"Oligo2"	1.06042212556233	"Oligo3"	1.32804896605511	0.79848119509648	65	"Oligo2/Oligo3: 0.798"	"All"
"Abca2"	"Oligo2"	1.10132057877435	"Oligo3"	1.38255388278867	0.796584200069613	66	"Oligo2/Oligo3: 0.797"	"All"
"Srrm2"	"Oligo2"	0.985039751451624	"OPC3"	1.25206333088433	0.786733168485886	67	"Oligo2/OPC3: 0.787"	"All"
"Ywhaq"	"Oligo2"	1.15683937301247	"Oligo1"	1.47187740346441	0.785961772556308	68	"Oligo2/Oligo1: 0.786"	"All"
"Stmn1"	"Oligo2"	1.18210361364929	"Oligo1"	1.50929878286922	0.783213785809909	69	"Oligo2/Oligo1: 0.783"	"All"
"Dpysl2"	"Oligo2"	2.41966179628454	"OPC3"	3.10246909481171	0.779914875004223	70	"Oligo2/OPC3: 0.78"	"All"
"Ptprd"	"Oligo2"	1.4442154723699	"Oligo3"	1.87194075983288	0.771507038769128	71	"Oligo2/Oligo3: 0.772"	"All"
"Mast4"	"Oligo2"	0.861732843327138	"Oligo1"	1.11846686355314	0.770458983996712	72	"Oligo2/Oligo1: 0.77"	"All"
"Apod"	"Oligo2"	0.971355950190817	"Oligo1"	1.26735828386971	0.766441473223269	73	"Oligo2/Oligo1: 0.766"	"All"
"mt-Co2"	"Oligo2"	3.63897656274455	"Neuron7"	4.75622499988391	0.765097648415155	74	"Oligo2/Neuron7: 0.765"	"All"
"Rpl41"	"Oligo2"	3.40700418153954	"Endothelial"	4.4674507269733	0.762628261565134	75	"Oligo2/Endothelial: 0.763"	"All"
"Rnf13"	"Oligo2"	1.0504969874835	"Oligo3"	1.37972529202573	0.761381264484286	76	"Oligo2/Oligo3: 0.761"	"All"
"Kcna1"	"Oligo2"	0.976958196278622	"Oligo3"	1.28770480748657	0.758681796168421	77	"Oligo2/Oligo3: 0.759"	"All"
"Ermn"	"Oligo2"	1.47860418731325	"Oligo1"	1.95836577461838	0.755019417964133	78	"Oligo2/Oligo1: 0.755"	"All"
"Josd2"	"Oligo2"	1.27155704339334	"Oligo3"	1.69009612755817	0.752357823120078	79	"Oligo2/Oligo3: 0.752"	"All"
"Arpc1a"	"Oligo2"	1.31914144371759	"Oligo3"	1.76514673161888	0.747326791641708	80	"Oligo2/Oligo3: 0.747"	"All"
"Hsp90ab1"	"Oligo2"	1.29509361684052	"Neuron6"	1.74779072828539	0.740988950153679	81	"Oligo2/Neuron6: 0.741"	"All"
"Grb14"	"Oligo2"	1.71425317128518	"Oligo3"	2.31667629130735	0.739962323487925	82	"Oligo2/Oligo3: 0.74"	"All"
"1810037I17Rik"	"Oligo2"	0.862532952136281	"Oligo3"	1.17191854593025	0.736000769961037	83	"Oligo2/Oligo3: 0.736"	"All"
"Klf13"	"Oligo2"	1.16427277632449	"Oligo3"	1.58911861140293	0.732653162558222	84	"Oligo2/Oligo3: 0.733"	"All"
"Ubb"	"Oligo2"	1.07628046124392	"Mural"	1.47542855011072	0.729469726719839	85	"Oligo2/Mural: 0.729"	"All"
"Gpm6b"	"Oligo2"	1.88587768133707	"Astrocyte2"	2.59549327956512	0.726597019605094	86	"Oligo2/Astrocyte2: 0.727"	"All"
"Cox6a1"	"Oligo2"	1.11605914443467	"Neuron7"	1.53830807217096	0.725510815827428	87	"Oligo2/Neuron7: 0.726"	"All"
"Sepw1"	"Oligo2"	1.83691571170629	"Neuron6"	2.53301201998894	0.725190286193079	88	"Oligo2/Neuron6: 0.725"	"All"
"Qk"	"Oligo2"	2.25222250641706	"OPC3"	3.10573801792537	0.72518109815378	89	"Oligo2/OPC3: 0.725"	"All"
"Rps8"	"Oligo2"	2.70673207420186	"Neuron3"	3.73551979217383	0.724593155649356	90	"Oligo2/Neuron3: 0.725"	"All"
"Enpp2"	"Oligo2"	1.23234823158842	"Oligo3"	1.70311166882624	0.72358627689853	91	"Oligo2/Oligo3: 0.724"	"All"
"Cnp"	"Oligo2"	2.57308052216026	"Oligo3"	3.55932769506112	0.722911949279252	92	"Oligo2/Oligo3: 0.723"	"All"
"Ndufa3"	"Oligo2"	0.857135904183205	"Neuron4"	1.18727007338843	0.72193843961464	93	"Oligo2/Neuron4: 0.722"	"All"
"Eef1a1"	"Oligo2"	2.67227685532084	"Microglia"	3.72035631114588	0.718285194166731	94	"Oligo2/Microglia: 0.718"	"All"
"Rpl14"	"Oligo2"	2.06985847832974	"Neuron3"	2.89478004141251	0.715031349089913	95	"Oligo2/Neuron3: 0.715"	"All"
"Tspan2"	"Oligo2"	1.94464921290073	"Oligo3"	2.74951908003095	0.707268855497026	96	"Oligo2/Oligo3: 0.707"	"All"
"Ftl1"	"Oligo2"	3.1087546868833	"Microglia"	4.39736758962652	0.706958111534026	97	"Oligo2/Microglia: 0.707"	"All"
"Opalin"	"Oligo2"	0.971023568704478	"Oligo3"	1.37727080768055	0.70503459689222	98	"Oligo2/Oligo3: 0.705"	"All"
"Elavl3"	"Oligo2"	1.16287349786541	"Oligo3"	1.65382763943683	0.703140684153401	99	"Oligo2/Oligo3: 0.703"	"All"
"Rps21"	"Oligo2"	1.95663934043912	"Microglia"	2.7897495322141	0.701367387231433	100	"Oligo2/Microglia: 0.701"	"All"
"Wfikkn2"	"Neuron6"	0.4879608642712	"Neuron7"	0.287799941240233	1.69548632348013	1	"Neuron6/Neuron7: 1.695"	"All"
"Chrna4"	"Neuron6"	0.462669305402287	"Neuron3"	0.308604277140988	1.49923166875265	2	"Neuron6/Neuron3: 1.499"	"All"
"Ints3"	"Neuron6"	0.667767366630171	"Neuron7"	0.46677322457334	1.43060340969762	3	"Neuron6/Neuron7: 1.431"	"All"
"Syt17"	"Neuron6"	0.513613372279747	"Neuron3"	0.361143220103149	1.42218749706294	4	"Neuron6/Neuron3: 1.422"	"All"
"Plxnc1"	"Neuron6"	0.706907449911119	"Neuron3"	0.513815706617271	1.37579961220936	5	"Neuron6/Neuron3: 1.376"	"All"
"Npr1"	"Neuron6"	0.498702488535878	"Neuron7"	0.365170460684691	1.36567039842384	6	"Neuron6/Neuron7: 1.366"	"All"
"Pbx4"	"Neuron6"	0.441510843654247	"Neuron3"	0.333150350283583	1.32526003132947	7	"Neuron6/Neuron3: 1.325"	"All"
"Ctnnbip1"	"Neuron6"	2.26728230949543	"Neuron3"	1.74871389760939	1.29654274069358	8	"Neuron6/Neuron3: 1.297"	"All"
"Acaca"	"Neuron6"	0.430651483229595	"Neuron3"	0.338389463812356	1.27265039040459	9	"Neuron6/Neuron3: 1.273"	"All"
"Ncs1"	"Neuron6"	0.58934051162002	"Neuron8"	0.471755432972806	1.24925007838541	10	"Neuron6/Neuron8: 1.249"	"All"
"Nppa"	"Neuron6"	1.1277431436879	"Neuron3"	0.905981483531814	1.24477504693759	11	"Neuron6/Neuron3: 1.245"	"All"
"Bsn"	"Neuron6"	0.492765841900112	"Neuron3"	0.399512135048642	1.23341895945192	12	"Neuron6/Neuron3: 1.233"	"All"
"Syt15"	"Neuron6"	0.810064580777909	"Neuron3"	0.667530032333883	1.21352529705021	13	"Neuron6/Neuron3: 1.214"	"All"
"Grsf1"	"Neuron6"	0.507622365421269	"Neuron1"	0.428168861867125	1.18556581440245	14	"Neuron6/Neuron1: 1.186"	"All"
"Dgcr6"	"Neuron6"	0.485147405190424	"Neuron1"	0.410090705065908	1.18302463137382	15	"Neuron6/Neuron1: 1.183"	"All"
"Tspan33"	"Neuron6"	0.555167492124725	"Neuron7"	0.473523487317232	1.17241806794009	16	"Neuron6/Neuron7: 1.172"	"All"
"Apba1"	"Neuron6"	0.903783675721516	"Neuron3"	0.77416849864939	1.16742502090727	17	"Neuron6/Neuron3: 1.167"	"All"
"Celf3"	"Neuron6"	0.582616375524751	"Neuron3"	0.501623164153362	1.16146226322719	18	"Neuron6/Neuron3: 1.161"	"All"
"Amigo2"	"Neuron6"	0.853566544289147	"Neuron3"	0.73764734784315	1.15714717443903	19	"Neuron6/Neuron3: 1.157"	"All"
"Abhd11os"	"Neuron6"	0.623624857069352	"Neuron3"	0.540933892621921	1.15286704267434	20	"Neuron6/Neuron3: 1.153"	"All"
"Foxp2"	"Neuron6"	0.626802308974173	"Neuron3"	0.545760740782195	1.14849285068733	21	"Neuron6/Neuron3: 1.148"	"All"
"Zic4"	"Neuron6"	0.93741053983299	"Neuron1"	0.821207602474418	1.14150251045952	22	"Neuron6/Neuron1: 1.142"	"All"
"Dpp10"	"Neuron6"	0.773363637314216	"Neuron7"	0.67770892628332	1.14114423954172	23	"Neuron6/Neuron7: 1.141"	"All"
"Vat1l"	"Neuron6"	1.25273574213027	"Neuron3"	1.09824912584523	1.14066627748613	24	"Neuron6/Neuron3: 1.141"	"All"
"Sh3bgrl2"	"Neuron6"	0.540496705807807	"Neuron1"	0.480588731499755	1.12465538698983	25	"Neuron6/Neuron1: 1.125"	"All"
"Timm8b"	"Neuron6"	1.22929557956925	"Neuron1"	1.09533599307154	1.12229999501984	26	"Neuron6/Neuron1: 1.122"	"All"
"Ago2"	"Neuron6"	0.42397214695011	"Neuron8"	0.379094132929998	1.11838224367455	27	"Neuron6/Neuron8: 1.118"	"All"
"Kif2a"	"Neuron6"	0.62297261805907	"Neuron1"	0.559672826543472	1.11310142017531	28	"Neuron6/Neuron1: 1.113"	"All"
"Grin3a"	"Neuron6"	0.63802502048378	"OPC2"	0.573534099369282	1.11244478956948	29	"Neuron6/OPC2: 1.112"	"All"
"Cadm1"	"Neuron6"	1.06443990370557	"Neuron2"	0.965535795812441	1.10243442896895	30	"Neuron6/Neuron2: 1.102"	"All"
"Syt6"	"Neuron6"	1.00249852863211	"Neuron3"	0.913666723728356	1.09722561038588	31	"Neuron6/Neuron3: 1.097"	"All"
"Fis1"	"Neuron6"	0.960405422219118	"Neuron3"	0.877005705997701	1.09509597902392	32	"Neuron6/Neuron3: 1.095"	"All"
"Timm13"	"Neuron6"	0.864323638937652	"Neuron3"	0.790596032811938	1.09325572487821	33	"Neuron6/Neuron3: 1.093"	"All"
"Tex2"	"Neuron6"	0.527192654332153	"Neuron1"	0.482667067611189	1.09224906712888	34	"Neuron6/Neuron1: 1.092"	"All"
"Atp5e"	"Neuron6"	1.65996993492348	"Neuron1"	1.53216328607412	1.08341581475747	35	"Neuron6/Neuron1: 1.083"	"All"
"Gm10076"	"Neuron6"	1.25556498600775	"Neuron3"	1.1608775518448	1.08156539336338	36	"Neuron6/Neuron3: 1.082"	"All"
"Srsf3"	"Neuron6"	0.717859552284489	"Neuron3"	0.664216637853077	1.08076117244639	37	"Neuron6/Neuron3: 1.081"	"All"
"Grin2a"	"Neuron6"	0.561775534845462	"Neuron5"	0.520198526814173	1.07992527061912	38	"Neuron6/Neuron5: 1.08"	"All"
"Mrpl42"	"Neuron6"	0.527707334451609	"Neuron3"	0.48882629709591	1.07953957793738	39	"Neuron6/Neuron3: 1.08"	"All"
"Eef1a2"	"Neuron6"	1.10734672286907	"Neuron1"	1.02792285626897	1.07726636888723	40	"Neuron6/Neuron1: 1.077"	"All"
"Irx2"	"Neuron6"	0.448315607360928	"Neuron1"	0.416293670668882	1.07692150745553	41	"Neuron6/Neuron1: 1.077"	"All"
"Tspan13"	"Neuron6"	2.73160408166015	"Neuron3"	2.54770759677057	1.0721811581214	42	"Neuron6/Neuron3: 1.072"	"All"
"Eif4g3"	"Neuron6"	0.611848171751324	"Neuron8"	0.571845661071959	1.06995333426921	43	"Neuron6/Neuron8: 1.07"	"All"
"Mapk8ip2"	"Neuron6"	0.850913651494048	"Neuron1"	0.796321778136005	1.0685550425179	44	"Neuron6/Neuron1: 1.069"	"All"
"Cldnd1"	"Neuron6"	0.60763976769753	"Oligo1"	0.569280199314227	1.06738257966729	45	"Neuron6/Oligo1: 1.067"	"All"
"Gpr151"	"Neuron6"	0.963910015885987	"Neuron5"	0.904889665191878	1.06522380900614	46	"Neuron6/Neuron5: 1.065"	"All"
